accidents,accident_year,first_road_class,first_road_number
4,2016,A,908
4,2018,B,6238
4,2020,A,152
4,2016,A,822
4,2020,B,3348
4,2020,B,1369
4,2019,A,1133
4,2016,B,220
4,2019,A,5135
4,2018,A,5144
4,2019,B,4388
4,2017,A,4184
4,2020,B,6069
4,2019,B,123
4,2016,B,5380
4,2016,A,480
4,2019,B,2031
4,2018,B,6263
4,2020,B,1024
4,2019,B,6270
4,2018,A,493
4,2020,B,3114
4,2018,A,809
4,2019,B,5008
4,2019,B,581
4,2020,B,6099
4,2018,B,1180
4,2016,B,9140
4,2019,B,2176
4,2016,B,236
4,2017,B,7086
4,2019,B,5212
4,2017,B,474
4,2020,B,4306
4,2016,B,6432
4,2016,A,5192
4,2019,B,4180
4,2018,B,4076
4,2018,B,819
4,2017,B,1433
4,2019,B,6213
4,2020,A,4106
4,2017,B,3224
4,2019,B,5305
4,2018,A,772
4,2017,A,3219
4,2019,A,912
4,2019,A,464
4,2019,B,977
4,2019,B,5180
4,2019,A,920
4,2016,B,6431
4,2016,B,1134
4,2020,B,4587
4,2018,B,1336
4,2020,B,524
4,2019,A,819
4,2020,A,1250
4,2019,B,4316
4,2019,A,3093
4,2019,A,5151
4,2016,B,1444
4,2016,A,1084
4,2017,A,433
4,2018,B,5056
4,2016,B,749
4,2016,B,4445
4,2017,B,2229
4,2019,B,721
4,2016,B,504
4,2018,B,4438
4,2018,B,2053
4,2020,A(M),329
4,2017,B,5179
4,2019,B,6068
4,2018,B,458
4,2019,B,1153
4,2020,B,4451
4,2019,B,8052
4,2017,A,6041
4,2019,B,8020
4,2020,B,2027
4,2019,B,5159
4,2020,B,6107
4,2020,A,4302
4,2017,B,3008
4,2018,A,5014
4,2020,B,999
4,2018,B,6038
4,2019,A,2207
4,2018,B,7050
4,2017,B,6071
4,2018,B,322
4,2016,B,6074
4,2020,B,1359
4,2018,B,6409
4,2017,B,4239
4,2020,B,4642
4,2018,B,3379
4,2016,B,2231
4,2019,B,458
4,2018,B,2064
4,2019,B,3093
4,2020,A,4184
4,2019,B,1309
4,2017,B,3223
4,2020,B,5242
4,2016,B,724
4,2017,B,4355
4,2017,B,6274
4,2016,B,6296
4,2017,B,4036
4,2018,B,1456
4,2016,B,1063
4,2020,B,2200
4,2016,B,478
4,2020,A,4110
4,2020,B,5289
4,2018,B,6169
4,2016,A,932
4,2019,B,6245
4,2018,A,3078
4,2016,B,4143
4,2018,B,4208
4,2018,B,6431
4,2018,B,142
4,2020,B,2079
4,2017,B,6292
4,2020,B,1452
4,2018,A,4303
4,2017,B,658
4,2017,A,498
4,2016,B,6033
4,2018,A,710
4,2020,B,2041
4,2017,B,415
4,2019,A,277
4,2019,A,5008
4,2017,B,5353
4,2016,B,6100
4,2018,A,4137
4,2019,B,5704
4,2016,B,5165
4,2020,A,499
3,2018,B,520
3,2017,B,1069
3,2018,B,1319
3,2019,A,555
3,2020,A,651
3,2020,B,4515
3,2018,B,4213
3,2020,B,769
3,2018,B,5405
3,2019,B,6119
3,2016,B,4147
3,2016,A,4048
3,2016,B,3034
3,2017,A,5034
3,2016,B,5029
3,2020,A,4444
3,2020,B,1167
3,2018,A,277
3,2020,B,4293
3,2020,B,4636
3,2019,B,5277
3,2017,A,6464
3,2016,B,661
3,2018,A,806
3,2020,B,9132
3,2019,B,6251
3,2018,B,9096
3,2019,B,825
3,2016,A,6107
3,2017,B,478
3,2017,A,6201
3,2018,A,3011
3,2020,B,3106
3,2018,A,1084
3,2020,A,4205
3,2019,B,3376
3,2018,B,491
3,2017,B,2147
3,2018,A,5060
3,2019,B,383
3,2016,A,4810
3,2018,A,977
3,2017,B,836
3,2016,B,1274
3,2019,B,3038
3,2018,B,799
3,2019,A,3032
3,2019,B,4599
3,2017,A,6187
3,2020,B,4147
3,2018,B,4413
3,2020,B,5430
3,2020,B,5111
3,2019,A,4183
3,2017,A,806
3,2019,A,1038
3,2016,A,3016
3,2019,A,5037
3,2020,B,5414
3,2018,B,4280
3,2017,B,880
3,2017,B,3179
3,2020,B,3143
3,2018,B,1442
3,2018,B,1205
3,2016,B,1313
3,2019,A,5057
3,2020,B,900
3,2018,B,3273
3,2019,B,6122
3,2019,B,5233
3,2019,A,5011
3,2017,A,6085
3,2017,B,6129
3,2018,B,6341
3,2016,B,1434
3,2018,B,2147
3,2017,A,5030
3,2019,A,5005
3,2020,B,940
3,2018,B,3176
3,2017,B,6074
3,2016,B,3279
3,2017,B,359
3,2020,A,5057
3,2020,A,1084
3,2018,B,4255
3,2017,B,4579
3,2018,A,781
3,2016,B,1306
3,2019,A,699
3,2020,A,655
3,2016,B,1381
3,2020,A,1021
3,2018,B,6300
3,2016,B,2089
3,2016,B,771
3,2020,B,3187
3,2016,A,6040
3,2018,A,5189
3,2018,Motorway,45
3,2018,B,8023
3,2020,A,704
3,2018,B,5121
3,2016,B,3247
3,2017,B,3012
3,2018,B,504
3,2016,B,4358
3,2018,B,6209
3,2017,B,120
3,2018,B,659
3,2020,A,4176
3,2020,A,4601
3,2016,B,2097
3,2019,B,6287
3,2017,B,4048
3,2020,B,822
3,2016,B,4342
3,2020,A,891
3,2020,B,5199
3,2018,B,4385
3,2016,B,5417
3,2020,B,5371
3,2020,B,6064
3,2020,B,3399
3,2016,A,5206
3,2017,B,5097
3,2016,B,3275
3,2019,B,6411
3,2017,B,4317
3,2019,A,5019
3,2016,A,1144
3,2019,B,1281
3,2018,A,885
3,2018,B,5138
3,2020,B,1094
3,2017,B,3033
3,2016,B,5288
3,2017,B,465
3,2018,B,4172
3,2016,B,5240
3,2018,B,2138
3,2017,B,414
3,2020,B,6019
3,2018,A,5050
3,2018,B,2109
3,2017,A,4112
3,2017,B,862
3,2017,A,835
3,2019,B,3043
3,2018,B,1392
3,2019,B,4449
3,2017,A,116
3,2020,A,752
3,2018,B,1277
3,2020,B,4667
3,2020,B,4429
3,2019,A,952
3,2019,B,9022
3,2020,B,5424
3,2016,B,6075
3,2016,B,7008
3,2017,B,5270
3,2018,A,4313
3,2020,A,1012
3,2018,B,121
3,2020,B,2095
3,2018,B,7024
3,2019,B,862
3,2016,B,4262
3,2020,B,1160
3,2016,B,8075
3,2019,B,4236
3,2016,B,9085
3,2017,B,1444
3,2018,B,1454
3,2019,B,3325
3,2017,B,5070
3,2016,A,5084
3,2020,A,1130
3,2020,B,725
3,2018,B,1440
3,2019,B,6536
3,2017,B,6266
3,2019,A,4254
3,2018,B,4312
3,2018,B,3304
3,2017,Motorway,73
3,2018,A,5137
3,2020,A,5019
3,2016,B,5070
3,2019,B,1437
3,2020,B,1360
3,2018,B,4399
3,2020,B,4231
3,2020,B,4081
3,2020,A,6018
3,2016,A,1039
3,2016,B,6441
3,2017,A,819
3,2020,B,5493
3,2017,A,716
3,2017,B,744
3,2020,B,4516
3,2019,A,549
3,2016,B,3408
3,2019,B,9085
3,2016,A,1076
3,2016,A,3030
3,2020,B,4333
3,2017,B,6177
3,2017,B,6320
3,2018,A,2036
3,2018,B,9152
3,2016,A,5106
3,2017,B,5067
3,2017,A,5004
3,2016,B,3293
3,2016,B,6478
3,2016,B,7050
3,2018,B,4330
3,2019,B,145
3,2018,B,5295
3,2020,B,4173
3,2017,B,1134
3,2017,B,6386
3,2020,B,6196
3,2016,B,3156
3,2017,Motorway,181
3,2016,B,3213
3,2020,A,4075
3,2020,B,5186
3,2019,B,5299
3,2018,B,1167
3,2016,B,4088
3,2018,B,3298
3,2017,A,6089
3,2017,B,127
3,2016,B,6177
3,2019,B,5063
3,2018,B,111
3,2017,B,3053
3,2019,A,2014
3,2020,A,5193
3,2019,B,4633
3,2019,B,4525
3,2017,A,366
3,2017,B,6364
3,2017,B,6460
3,2016,B,1074
3,2016,B,415
3,2020,B,6006
3,2018,B,5392
3,2017,B,778
3,2017,B,302
3,2019,A,5480
3,2016,B,791
3,2017,B,4202
3,2019,A,397
3,2020,B,1206
3,2020,A,6034
3,2018,A,6026
3,2019,A,5033
3,2020,B,4248
3,2017,B,4001
3,2017,A,510
3,2018,B,2500
3,2020,B,1238
3,2017,B,6171
3,2019,A,6015
3,2019,B,4542
3,2017,B,1523
3,2017,B,2180
3,2018,B,4180
3,2016,B,2155
3,2019,A,1402
3,2018,B,930
3,2018,A,4085
3,2017,B,5165
3,2018,A,135
3,2018,A,846
3,2020,B,3011
3,2018,B,5137
3,2016,A,4043
3,2019,A,4212
3,2020,B,180
3,2018,B,6107
3,2020,B,5036
3,2017,B,5208
3,2016,B,586
3,2020,B,5398
3,2017,B,2055
3,2020,B,6066
3,2016,Motorway,45
3,2017,A,898
3,2019,A,710
3,2017,B,6213
3,2018,B,966
3,2018,A,6013
3,2016,B,5278
3,2016,B,4183
3,2020,A,510
3,2020,A,1246
3,2019,B,4501
3,2018,B,2146
3,2018,A,4007
3,2019,B,5127
3,2016,B,3359
3,2018,B,1023
3,2020,B,5341
3,2016,B,4149
3,2020,B,4239
3,2016,B,4425
3,2016,B,9125
3,2019,B,6221
3,2017,B,6230
3,2018,B,4186
3,2016,B,3107
3,2020,B,916
3,2018,B,4642
3,2016,B,1322
3,2020,B,6386
3,2017,B,4599
3,2019,B,1141
3,2017,B,804
3,2016,B,2007
3,2017,B,3105
3,2020,B,1451
3,2016,B,4085
3,2017,B,1287
3,2016,A,4093
3,2016,A,4178
3,2020,B,659
3,2019,B,3273
3,2019,B,1369
3,2020,B,4518
3,2020,B,6021
3,2020,B,301
3,2019,B,189
3,2020,B,6101
3,2017,B,812
3,2019,B,5126
3,2019,A,6043
3,2016,A,497
3,2017,B,865
3,2016,B,4360
3,2019,B,2272
3,2019,A,712
3,2020,B,4223
3,2020,A,4168
3,2020,B,1329
3,2017,B,861
3,2020,B,223
3,2016,B,4122
3,2016,B,6119
3,2016,B,6206
3,2020,A,2300
3,2016,B,4254
3,2018,B,5177
3,2019,B,274
3,2017,B,1104
3,2020,B,2055
3,2018,B,456
3,2020,A,1321
3,2020,A,1088
3,2017,B,3208
3,2020,B,6093
3,2018,B,4510
3,2018,B,4226
3,2016,B,6065
3,2017,B,4299
3,2018,A,5092
3,2019,B,4232
3,2019,B,2138
3,2016,B,4070
3,2020,B,6071
3,2019,B,1502
3,2020,B,9074
3,2017,B,5039
3,2018,A,8010
3,2018,B,481
3,2019,B,2071
3,2018,B,6421
3,2019,B,1180
3,2018,B,4558
3,2020,B,3033
3,2016,B,4485
3,2020,B,1110
3,2017,B,1196
3,2019,B,4517
3,2020,B,753
3,2020,B,4314
3,2018,B,2010
3,2017,B,285
3,2019,B,5085
3,2018,A,4501
3,2019,B,5039
3,2018,B,3376
3,2020,B,4286
3,2020,B,2097
3,2019,B,4224
3,2017,B,3325
3,2019,B,4319
3,2019,B,865
3,2016,B,217
3,2019,B,6244
3,2019,B,1125
3,2020,A,599
3,2017,B,1329
3,2016,B,4504
3,2018,A,1204
3,2020,B,1047
3,2017,B,5012
3,2017,A,2045
3,2020,B,4391
3,2017,B,4039
3,2017,B,5341
3,2017,B,2027
3,2018,B,788
3,2016,B,3005
3,2017,A,4159
3,2016,B,986
3,2019,B,3359
3,2020,B,8052
3,2020,B,1312
3,2019,B,5156
3,2020,B,6269
3,2019,A,857
3,2017,B,5119
3,2020,B,1438
3,2020,B,5006
3,2019,B,1433
3,2018,B,1316
3,2017,B,404
3,2020,B,410
3,2017,B,6299
3,2018,A,6040
3,2018,B,2071
3,2017,B,3156
3,2018,B,1041
3,2016,A,2000
3,2016,B,4039
3,2018,B,1404
3,2019,B,1197
3,2017,B,667
3,2020,B,1382
3,2018,B,3036
3,2019,B,4516
3,2020,B,6324
3,2018,B,1074
3,2020,B,5292
3,2020,B,305
3,2016,B,2222
3,2017,B,4488
3,2016,B,5232
3,2016,B,5208
3,2019,A,3098
3,2018,B,6255
3,2017,B,1122
3,2018,B,6410
3,2020,A,4111
3,2020,B,4541
3,2020,B,1453
3,2019,B,3353
3,2020,B,2198
3,2016,B,1359
3,2017,B,5233
3,2017,B,5247
3,2018,A,5078
3,2020,B,3149
3,2020,B,803
3,2019,B,5209
3,2020,B,6173
3,2017,B,2218
3,2020,B,7045
3,2017,B,1299
3,2018,B,1515
3,2020,A,4113
3,2020,A,937
3,2019,B,9096
3,2019,B,3115
3,2019,B,4381
3,2018,B,6258
3,2018,A,5135
3,2017,B,1136
3,2020,A,5037
3,2018,B,5086
3,2019,A,1173
3,2018,B,5008
3,2017,B,6106
3,2019,B,4228
3,2019,B,961
3,2019,A,928
3,2017,B,932
3,2019,B,993
3,2017,B,191
3,2017,B,6305
3,2019,B,1342
3,2016,B,5156
3,2020,B,4032
3,2019,B,6024
3,2018,B,1062
3,2019,B,7081
3,2018,B,4193
3,2019,B,6364
3,2016,A,945
3,2019,B,2165
3,2016,A,1238
3,2020,B,5032
3,2020,A,705
3,2020,B,5030
3,2019,A,6034
3,2020,B,4118
3,2018,B,4287
3,2017,A,3259
3,2018,B,4270
3,2017,B,4104
3,2018,B,6323
3,2017,B,5276
3,2019,B,5045
3,2020,B,6472
3,2019,B,6165
3,2018,A,5072
3,2018,A,827
3,2019,B,191
3,2019,B,4417
3,2018,B,6546
3,2017,B,3047
3,2019,B,5359
3,2016,B,4571
3,2018,B,1051
3,2016,B,6208
3,2019,B,817
3,2016,B,4283
3,2019,B,5193
3,2016,B,2174
3,2020,A,3126
3,2017,B,1038
3,2019,B,5232
3,2018,B,6355
3,2019,B,5247
3,2017,A,5135
3,2020,B,326
3,2020,A,703
3,2017,A,1158
3,2020,B,373
3,2020,B,2016
3,2017,B,6049
3,2018,B,6444
3,2020,B,930
3,2018,B,661
3,2016,A,6131
3,2017,B,4354
3,2019,B,3049
3,2016,A,718
3,2016,A,2211
3,2016,B,6409
3,2019,A,4182
3,2020,B,5250
3,2020,B,6229
3,2019,B,1063
3,2019,B,5086
3,2017,B,6209
3,2020,B,3168
3,2019,B,5153
3,2020,B,4156
3,2019,B,8062
3,2020,B,4668
3,2019,A,718
3,2018,B,2214
3,2020,B,3205
3,2018,B,170
3,2018,B,1016
3,2016,B,6291
3,2018,B,6120
3,2019,A,1089
3,2019,B,2186
3,2016,B,4388
3,2018,A,4212
3,2016,B,1054
3,2020,B,3147
3,2019,B,170
3,2016,B,5311
3,2017,B,6250
3,2020,A,4289
3,2017,B,4503
3,2017,B,6190
3,2020,A,4129
3,2017,B,4392
3,2020,B,216
3,2019,A,5137
3,2020,B,1350
3,2016,B,5285
3,2019,B,6397
3,2020,B,228
3,2020,B,5203
3,2020,B,1044
3,2019,B,1258
3,2020,A,5084
3,2020,B,9157
3,2018,B,6387
3,2018,B,405
3,2017,B,380
3,2016,A,5184
3,2019,A,1185
3,2016,B,2233
3,2017,B,6051
3,2020,B,983
3,2019,A,1144
3,2016,A,6088
3,2017,A,3093
3,2017,A,5020
3,2019,B,2111
3,2017,B,4255
3,2016,B,3154
3,2020,B,4313
3,2020,A,3123
3,2020,B,5426
3,2020,B,4303
3,2017,A,1129
3,2018,B,1416
3,2018,A,4231
3,2018,B,2000
3,2020,B,6313
3,2016,B,3403
3,2016,B,4172
3,2018,B,483
3,2016,B,4080
3,2018,B,6288
3,2018,B,5090
3,2017,A,5048
3,2016,B,316
3,2017,A,2044
3,2020,B,490
3,2017,B,245
3,2020,A,163
3,2018,A,775
3,2017,B,6427
3,2019,A,6032
3,2016,B,5068
3,2018,B,5426
3,2018,B,9005
3,2019,B,6101
3,2016,B,794
3,2017,B,3252
3,2019,B,979
3,2017,B,5055
3,2020,B,680
3,2016,B,491
3,2016,B,9002
3,2020,B,942
3,2017,B,3090
3,2018,B,1134
3,2018,B,1362
3,2018,A,968
3,2018,B,917
3,2017,B,5417
3,2017,A,913
3,2016,B,6391
3,2020,B,6058
3,2020,B,1378
3,2020,A,822
3,2018,B,797
3,2017,B,576
3,2019,B,6134
3,2017,B,2155
3,2016,B,5276
3,2016,B,3053
3,2017,A,5074
3,2019,B,2126
3,2017,B,2024
3,2017,A,4154
3,2019,B,730
3,2018,B,1437
3,2018,B,5053
3,2020,B,3046
3,2016,B,6133
3,2020,A,3098
3,2017,A,5065
3,2017,B,4026
3,2018,B,6343
3,2020,B,5175
3,2020,B,2162
3,2019,B,5145
3,2020,B,5157
3,2018,B,6309
3,2020,B,5213
3,2020,A,391
3,2020,A,2202
3,2018,A,4229
3,2016,A,6192
3,2016,B,1520
3,2017,A,745
3,2016,B,4422
3,2017,B,2054
3,2016,B,761
3,2017,B,1395
3,2019,B,6472
3,2018,B,211
3,2017,A,3122
3,2020,A,4141
3,2020,B,1177
3,2019,B,1432
3,2019,B,7008
3,2018,B,5242
3,2020,A,6098
3,2020,B,669
3,2017,B,1309
3,2017,B,1303
3,2017,B,6475
3,2020,B,3013
3,2019,A,2000
3,2020,B,723
3,2017,A,4162
3,2016,B,5147
3,2016,B,4043
3,2020,B,6111
3,2019,B,3350
3,2018,B,778
3,2020,A,6176
3,2017,B,261
3,2019,B,6126
3,2017,B,4195
3,2016,B,1241
3,2020,B,2127
3,2018,B,1291
3,2017,A,4167
3,2016,B,3261
3,2016,A(M),823
3,2019,B,5370
3,2020,B,1288
3,2017,B,4485
3,2020,B,901
3,2019,B,2121
3,2019,A,1242
3,2020,B,6279
3,2018,B,4012
3,2017,B,5085
3,2017,B,349
3,2017,B,3376
3,2020,B,4186
3,2017,B,1389
3,2017,B,4562
3,2020,B,182
3,2017,B,652
3,2018,B,6379
3,2020,B,6268
3,2016,B,363
3,2017,B,4302
3,2018,A,5079
3,2016,B,1032
3,2018,B,6268
3,2016,B,842
3,2020,A,4231
3,2016,B,1107
3,2019,A,424
3,2020,A,6025
3,2018,B,806
3,2020,A,882
3,2017,A,4231
3,2019,B,1374
3,2019,A,6539
3,2019,A,160
3,2019,A,1111
3,2020,B,957
3,2018,B,4532
3,2019,B,4273
3,2019,B,1459
3,2017,B,3355
3,2020,B,2169
3,2018,A,4077
3,2018,A,155
3,2016,B,3141
3,2020,B,5259
3,2020,B,409
3,2017,B,9120
3,2020,B,4208
3,2020,A,2040
3,2018,B,7045
3,2016,B,7082
3,2019,B,5202
3,2016,B,6136
3,2017,B,4220
3,2018,A,4230
3,2018,B,5204
3,2019,B,5161
3,2018,B,1433
3,2019,B,6341
3,2016,B,6528
3,2017,B,6133
3,2018,B,6213
3,2016,B,3145
3,2019,B,4152
3,2017,B,6022
3,2019,B,250
3,2018,B,3226
3,2018,B,3292
3,2016,B,3195
3,2019,A,569
3,2018,B,471
3,2020,B,4283
3,2016,B,5113
3,2017,B,5014
3,2017,B,560
3,2018,B,5119
3,2016,B,5430
3,2019,B,737
3,2016,A,882
3,2017,B,4166
3,2017,B,3408
3,2019,B,896
3,2018,B,6170
3,2017,B,1251
3,2019,B,9131
3,2020,B,1173
3,2019,B,4300
3,2018,B,1374
3,2018,B,6131
3,2020,B,4290
3,2020,B,1197
3,2018,B,9091
3,2020,B,5375
3,2019,B,3152
3,2016,B,5199
3,2017,A,4043
3,2020,B,6286
3,2018,A,555
3,2018,B,8011
3,2016,A,5186
3,2017,A,938
3,2017,B,5090
3,2016,A,4390
3,2018,B,6407
3,2018,B,3378
3,2020,B,501
3,2019,B,4242
3,2020,B,240
3,2019,B,4175
3,2019,B,4206
3,2016,B,4139
3,2018,B,974
3,2020,A,898
3,2020,B,1418
3,2018,B,2212
3,2017,B,1382
3,2016,B,4075
3,2019,B,1034
3,2018,B,1361
3,2020,A,3059
3,2016,B,3028
3,2016,A,569
3,2018,B,1326
3,2020,B,9119
3,2018,B,5041
3,2018,B,6129
3,2016,B,4634
3,2018,B,4232
3,2020,B,6073
3,2017,B,6409
3,2016,B,914
3,2018,B,5100
3,2017,A,3010
3,2018,A,5480
3,2020,B,3268
3,2019,B,1144
3,2018,B,3012
3,2018,B,900
3,2018,B,8084
3,2020,B,150
3,2020,B,3213
3,2018,B,4092
3,2018,B,234
3,2017,B,587
3,2018,A,896
3,2018,A,6071
3,2020,B,2234
3,2020,B,1202
3,2016,B,4196
3,2018,B,1520
3,2019,B,6288
3,2017,B,6131
3,2018,B,5014
3,2018,B,9124
3,2018,B,1081
3,2018,B,5202
3,2017,A,775
3,2019,B,4284
3,2016,B,5192
3,2020,B,5094
3,2019,B,671
3,2017,B,8050
3,2016,B,5231
3,2019,B,1411
3,2019,A,5020
3,2020,B,4483
3,2016,A,1160
3,2017,B,4276
3,2016,B,4306
3,2016,B,4181
3,2016,B,384
3,2016,A,2201
3,2019,B,6040
3,2020,B,6479
3,2018,B,6118
3,2016,A,160
3,2018,B,1068
3,2016,B,976
3,2017,B,5285
3,2019,B,2109
3,2017,B,5138
3,2018,B,4303
3,2016,B,8028
3,2016,B,6276
3,2016,A,5010
3,2018,B,5145
3,2017,B,3027
3,2020,B,4477
3,2017,B,9152
3,2018,B,3137
3,2020,B,5193
